COLUMNS;DELAY_INCREMENTAL_INI;FILTER_COLUMN;PARTITION_COLUMN;FILTER_DATA_TYPE;FILTER_EXP;ID_COLUMN;JOIN_EXPR;PROCESS_ID;SOURCE_SCHEMA;SOURCE_TABLE;SOURCE_TABLE_TYPE;STAGE_TABLE_NAME
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,replace(replace(diavcmto, char(13),''), char(10),'') diavcmto,replace(replace(diavigencia, char(13),''), char(10),'') diavigencia, condpagoco,replace(replace(dexpsolcre, char(13),''), char(10),'') dexpsolcre, mduccod, prgminsol2, prgmindol2,replace(replace(diarend, char(13),''), char(10),'') diarend, tliqtransp, tncargo, tnabono, ttransint, areasol, cajasol, areadol, cajadol, monsol, mondolar,rtrim(ltrim(almacen)) almacen, sucdestino, astogasto, astoajstpr, ctarei, ttransext, astoapertu, astoprovin, flujoefec, ubicalerta, redonflujo, transfti, monflujodo, areaflujod, fecinicio, fecfinal, astoajstce, prgminsol1, prgmindol1, motcjaing, motcjaegr, motbcoing, motbcoegr, motsolprov, ordgiropro, ttpcompdoc, costogasto, mothabilit, mottransf, motreembol, motdevol, estaduana, reponcieco, emplerecep, astocliloc, astoajstpa, astoajsten, gtoxint, astoajstbc, otrgtoxint, intmorator, bajactivop, motcompact, astoajstac, astoajstcj, compvtadol, astotrans, transrecho, ttbajactiv, ttactivact, mtodifer, astoecdm, astoedcm, costodmemo, astocanctb, astocompra, astoventa, cajeordgir, ttpagopasi, tbdeposito, concfaltan, combustibl, concingcobt, transdoc, transltcli, transltpro, condpagolt, transcheq, transcheqr, califica1, califica2, califica3, califica4, califica5, califica6, califica7, califica8, califica9, califica10, lincartacr, transefecu, concprerob, nronivcta,replace(replace(diginiv1, char(13),''), char(10),'') diginiv1,replace(replace(diginiv2, char(13),''), char(10),'') diginiv2,replace(replace(diginiv3, char(13),''), char(10),'') diginiv3,replace(replace(diginiv4, char(13),''), char(10),'') diginiv4,replace(replace(diginiv5, char(13),''), char(10),'') diginiv5, codctared, codctaaju, motnalce, motnclce, transdie, motingdie, motegrdie, motabotra, traabotra, motcjd, astovta, astocinlct, maxenrsol, maxenrdol,replace(replace(diasenr, char(13),''), char(10),'') diasenr, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod, maxgassol, maxgasdol, maxegrsol, maxegrdol, regigvt, regigvmm, regigvfd, regigvfh, ttcobtrans, areacajch, cajach, transcnd, transbp,case when flgacepcxc = 0x46 then 'F' when flgacepcxc = 0x54 then 'T' end flgacepcxc,case when flgacepcxp = 0x46 then 'F' when flgacepcxp = 0x54 then 'T' end flgacepcxp,case when flgentrcxp = 0x46 then 'F' when flgentrcxp = 0x54 then 'T' end flgentrcxp,case when flgentrchq = 0x46 then 'F' when flgentrchq = 0x54 then 'T' end flgentrchq, astoplani, astoingalm, imptonac, ttingbcont, acttransf, actactivac, trabcurso, actasegur, actmejora, traalmact, movalmact, motogjdet, motbdbtra, astdconalm, astcoinalm, astctopro, astctovta, astcvsbra, astcvdeduc, motantprov, motogliqui, astcvtarim, impminperc, finiperc, ffinperc, impminpcppdt, maxogjes, maxogjed, facliqcom, facimp, califica11, gasvehreq,case when flgalmreq = 0x46 then 'F' when flgalmreq = 0x54 then 'T' end flgalmreq, arthosp,case when flgmocacot = 0x46 then 'F' when flgmocacot = 0x54 then 'T' end flgmocacot, nombruc,case when flgimpincl = 0x46 then 'F' when flgimpincl = 0x54 then 'T' end flgimpincl,case when aprdiroco = 0x46 then 'F' when aprdiroco = 0x54 then 'T' end aprdiroco, codiretr, astdistgto, procdimpu,case when multisuc = 0x46 then 'F' when multisuc = 0x54 then 'T' end multisuc, persrebco,case when imp1com = 0x46 then 'F' when imp1com = 0x54 then 'T' end imp1com,case when imp2com = 0x46 then 'F' when imp2com = 0x54 then 'T' end imp2com, ctrlpptto, aremark, succerv,case when centpagos = 0x46 then 'F' when centpagos = 0x54 then 'T' end centpagos, sucmov,case when flgretfue = 0x46 then 'F' when flgretfue = 0x54 then 'T' end flgretfue,case when flgretren = 0x46 then 'F' when flgretren = 0x54 then 'T' end flgretren,case when flgctrlfrc = 0x46 then 'F' when flgctrlfrc = 0x54 then 'T' end flgctrlfrc,replace(replace(digdepos, char(13),''), char(10),'') digdepos, vadetocia, motbigbda, ttbigbda, tdperce, tdreten,case when ctrlimpdep = 0x46 then 'F' when ctrlimpdep = 0x54 then 'T' end ctrlimpdep,case when flgctrchq = 0x46 then 'F' when flgctrchq = 0x54 then 'T' end flgctrchq,case when flgcalcimp = 0x46 then 'F' when flgcalcimp = 0x54 then 'T' end flgcalcimp, codimpiva, codislr, coddebco, codrim,case when flgrenta = 0x46 then 'F' when flgrenta = 0x54 then 'T' end flgrenta,case when flgmunici = 0x46 then 'F' when flgmunici = 0x54 then 'T' end flgmunici, ctagaspresu,replace(replace(digctaconta, char(13),''), char(10),'') digctaconta, ccostvta,case when flggim = 0x46 then 'F' when flggim = 0x54 then 'T' end flggim, ordenkardex;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania));;10;dbo;mparam1f;m;m_parametro
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,rtrim(ltrim(sucursal)) sucursal,cast(cast(progvisita as int) as varchar(20)) progvisita,cast(cast(zona as int) as varchar(20)) zona,cast(cast(ruta as int) as varchar(20)) ruta,cast(cast(modulo as int) as varchar(20)) modulo,cast(cast(codfvtas as int) as varchar(20)) codfvtas,cast(cast(vendedor as int) as varchar(20)) vendedor, tipvendedo,cast(cast(cliente as int) as varchar(20)) cliente, fecvisita,case when flgvisita = 0x46 then 'F' when flgvisita = 0x54 then 'T' end flgvisita,case when flgpedido = 0x46 then 'F' when flgpedido = 0x54 then 'T' end flgpedido, motivo,case when flgextruta = 0x46 then 'F' when flgextruta = 0x54 then 'T' end flgextruta, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod, feccreacio,cast(null as varchar(4)) supervisor,cast(null as varchar(4)) jefevta;-2;fecvisita between {0} and {1};;aje_processperiod;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + dbo.func_cas_todateint(fecvisita) + '|' + cast(codfvtas as varchar(20)) + '|' + cast(cast(cliente as bigint) as varchar(100));;10;dbo;hprovi1f;t;t_visita
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, califica10, descrip, cantidad, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(califica10));;10,20;dbo;bartic10f;m;m_aroma
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania, origpedido,replace(replace(descorip1, char(13),''), char(10),'') descorip1,replace(replace(descorip2, char(13),''), char(10),'') descorip2, stsoriped, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(origpedido));;10;dbo;boripe1f;m;m_origen_pedido
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,sucursal,transaccio,nrodoc,linea,area,centrocost,aprobadop,preparadop,moneda,atencalmac,atenclogis,comprador,estado,trabcurso,ulttransco,almacen,prioridad,desaprobp,tipanuncio,flgtipreq,mejora,case when flgdesapro = 0x46 then 'F' when flgdesapro = 0x54 then 'T' end flgdesapro,case when flganulado = 0x46 then 'F' when flganulado = 0x54 then 'T' end flganulado,case when flgcancela = 0x46 then 'F' when flgcancela = 0x54 then 'T' end flgcancela,case when flgatendid = 0x46 then 'F' when flgatendid = 0x54 then 'T' end flgatendid,case when flgtbordo = 0x46 then 'F' when flgtbordo = 0x54 then 'T' end flgtbordo,fecha,fecentrega,fecaprobac,fecanula,feccancela,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;-2;fecha between {0} and {1};;aje_date;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(transaccio)) + '|' + ltrim(rtrim(nrodoc));;30;dbo;treque1f;t;t_requerimiento_compra_cabecera
dbo.func_cas_todatetime(t2.fecultimod,t2.horultimod) lastmodifydate,t2.compania compania,rtrim(ltrim(t2.sucursal)) sucursal,rtrim(ltrim(t2.emisor)) emisor,rtrim(ltrim(t2.docucomvta)) docucomvta,cast(cast(t2.nrocomvta as bigint) as varchar(20)) nrocomvta,cast(cast(t2.articulo as bigint) as varchar(20)) articulo,t2.opecomvta opecomvta,t2.qcajcomvta qcajcomvta,t2.qbotcomvta qbotcomvta,t2.qartuniman qartuniman,t2.listprecov listprecov,t2.tipprecio tipprecio,t2.impprecaj1 impprecaj1,t2.impprebot1 impprebot1,t2.impvalv impvalv,t2.prcdeslico prcdeslico,t2.impdes impdes,t2.impbisc impbisc,t2.prcisc prcisc,t2.impisc impisc,t2.impbigv impbigv,t2.prcigv prcigv,t2.impigv impigv,t2.impbim3 impbim3,t2.prcim3 prcim3,t2.impim3 impim3,t2.impbim4 impbim4,t2.prcim4 prcim4,t2.impim4 impim4,t2.impcob impcob,t2.proccomvta proccomvta,t2.feccreacio feccreacio,t2.horcreacio horcreacio,t2.usuacreac usuacreac,t2.fecultimod fecultimod,t2.horultimod horultimod,t2.usuaulmod usuaulmod,t2.impbim5 impbim5,t2.prcim5 prcim5,t2.impim5 impim5,t2.impbim6 impbim6,t2.prcim6 prcim6,t2.impim6 impim6,t2.impdesnimp impdesnimp,t2.impbim7 impbim7,t2.prcim7 prcim7,t2.impim7 impim7,cast(null as varchar(4)) impvalcaj1,t.fecliquida fecliquida, t.feccompvta feccompvta;-2;t.feccompvta between {0} and {1};;aje_processperiod;t2.compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(t2.compania)) + '|' + rtrim(ltrim(t2.sucursal)) + '|' + rtrim(ltrim(t2.emisor)) + '|' + rtrim(ltrim(t2.docucomvta)) + '|' + cast(cast(t2.nrocomvta as bigint) as varchar(20)) + '|' + cast(t2.articulo as varchar(20)) + '|' + rtrim(ltrim(t2.opecomvta));inner join dbo.tcovta1f(nolock) t on t.compania = t2.compania and t.sucursal = t2.sucursal and t.emisor = t2.emisor and t.docucomvta = t2.docucomvta and t.nrocomvta = t2.nrocomvta;10;dbo;tcovta2f t2;t;t_documento_venta_detalle
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,rtrim(ltrim(docuproced)) docuproced, procedim,replace(replace(descproce1, char(13),''), char(10),'') descproce1,replace(replace(descproce2, char(13),''), char(10),'') descproce2, stsproced, flgvisible, motivo_traslado, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod,case when liqdirecta = 0x46 then 'F' when liqdirecta = 0x54 then 'T' end liqdirecta, alcance, tipproc, cfop, codequiv,case when flgcontab = 0x46 then 'F' when flgcontab = 0x54 then 'T' end flgcontab,case when flglctcli = 0x46 then 'F' when flglctcli = 0x54 then 'T' end flglctcli, codequiv2, tipopersona,case when afectopago = 0x46 then 'F' when afectopago = 0x54 then 'T' end afectopago, tipopago,case when flgrefer = 0x46 then 'F' when flgrefer = 0x54 then 'T' end flgrefer, flglctvnd, ccostflet, flgvtbot;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(docuproced)) + '|' + rtrim(ltrim(procedim));;10;dbo;bproce1f;m;m_procedimiento
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,persona,cast(cast(coddirec as int) as varchar(20)) coddirec,dirclasif,dirdetclas,dirtipovia,dirdetvia,dirnro,dirmzna,dirlote,dirinterior,zonapostal,refdomicil,telefono,case when cobranza = 0x46 then 'F' when cobranza = 0x54 then 'T' end cobranza,case when flgdomicil = 0x46 then 'F' when flgdomicil = 0x54 then 'T' end flgdomicil,case when flgtrabcur = 0x46 then 'F' when flgtrabcur = 0x54 then 'T' end flgtrabcur,case when flgentrega = 0x46 then 'F' when flgentrega = 0x54 then 'T' end flgentrega,case when flgotros = 0x46 then 'F' when flgotros = 0x54 then 'T' end flgotros,condicion,unitiempo,vtocontrat,estadodir,localidad,estado,dirprov1,refdir1,dirprov2,pais,case when dirfiscal = 0x46 then 'F' when dirfiscal = 0x54 then 'T' end dirfiscal,nzonapostal,barrio,coordx,coordy,municipio,feccrea,horcrea,usucrea,fecultmod,horultimod,ultusumod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(persona)) + '|' + ltrim(rtrim(coddirec));;70;dbo;mpersogf;m;m_persona_direccion
dbo.func_cas_todatetime(fecultmod,horultmod) lastmodifydate, compania,sucursal,ano,codlis,descrip,manejo,moneda,origen,estado,listaori,tcambio,porc,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultmod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');"ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(ano)) + '|' + ltrim(rtrim(codlis))
";;30;dbo;cablpctoes;m;m_lista_precio_costo_estandard
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, califica7,replace(replace(descrip, char(13),''), char(10),'') descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod, califica7_corp;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(califica7));;10;dbo;bartic7f;m;m_gasificado
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate,rtrim(ltrim(pais)) pais, region,replace(replace(descrip, char(13),''), char(10),'') descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod,replace(replace(descorta, char(13),''), char(10),'') descorta, ciaperson,cast(cast(persona as int) as varchar(20)) persona, regprinc, region_corp;;;;;pais in (select pais from dbo.mcompa1f where flgbi = 'a');rtrim(ltrim(pais)) + '|' + rtrim(ltrim(region));;10;dbo;bregion1f;m;m_region
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania,cast(cast(cliente as int) as varchar(20)) cliente,replace(replace(nomcliente, char(13),''), char(10),'') nomcliente,replace(replace(nomclienta, char(13),''), char(10),'') nomclienta, docuidenti, nrodocidec, ruccliente,replace(replace(dirdetclcl, char(13),''), char(10),'') dirdetclcl, zonapost, tlfcliente, faxcliente, gironegoci, apepatpro, apematpro,replace(replace(nompropiet, char(13),''), char(10),'') nompropiet, docuidentp, nrodocidpr, tlfpropiet, tlfcelprop, perscontac, mailcontac, pwebclient, procedcli, articalifi, tipcliente, ocupclient, flggarante, fecpostfac, flgpreenv,cast(cast(vendedor as int) as varchar(20)) vendedor, lincredito, legal, impsallcr, sitcliente, stscliente,cast(cast(listprec as int) as varchar(20)) listprec, flgexisc, flgexigv, flgexim, flgexi4, flgexi5, impfin1, impfin2,rtrim(ltrim(moneda)) moneda, feccreacio, horcreacio, usuacreac, fecultimod, horultimod, usuaulmod,rtrim(ltrim(sucursal)) sucursal, cajas, botellas, grupo, segmcli, clasifica1, clasifica2, codbon, perfil, canal, inscmunic, inscestadu, unidfiscal, linxfact,cast(cast(codprin as int) as varchar(20)) codprin, regvent,case when reqautdoc = 0x46 then 'F' when reqautdoc = 0x54 then 'T' end reqautdoc, codocasvs, canalvs, girovs, subgirovs,replace(replace(nomcomercial, char(13),''), char(10),'') nomcomercial, ddn, ddi, subunidfiscal, flgreqoc, subregvent, clisucursal, fecinact, motinact, cuentaclave;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a') and not horultimod like '%/%';rtrim(ltrim(compania)) + '|' + cast(cast(cliente as int) as varchar(20));;10;dbo;mclien1f;m;m_cliente
dbo.func_cas_todatetime(t2.fecultimod,t2.horultimod) lastmodifydate,t2.compania compania,rtrim(ltrim(t2.sucursal)) sucursal,rtrim(ltrim(t2.emisor)) emisor,rtrim(ltrim(t2.docupedido)) docupedido,cast(cast(t2.nropedido as bigint) as varchar(20)) nropedido,cast(cast(t2.articulo as bigint) as varchar(20)) articulo,cast(cast(t2.cliente as int) as varchar(20)) cliente,t2.procpedido procpedido,t2.qcajpedid qcajpedid,t2.qbotpedid qbotpedid,t2.qbotadici qbotadici,t2.flgbolfac flgbolfac,t2.qcajasigp qcajasigp,t2.qbotasigp qbotasigp,t2.flgasignac flgasignac,cast(cast(t2.discendist as int) as varchar(20)) discendist,cast(cast(t2.zonadist as int) as varchar(20)) zonadist,cast(cast(t2.ruta as int) as varchar(20)) ruta,cast(cast(t2.modulo as int) as varchar(20)) modulo,t2.listprec listprec,t2.tdscto tdscto,t2.mondscto mondscto,t2.stspederr stspederr,t2.feccreacio feccreacio,t2.horcreacio horcreacio,t2.usuacreac usuacreac,t2.fecultimod fecultimod,t2.horultimod horultimod,t2.usuaulmod usuaulmod,t2.sercomvta sercomvta,t2.nropricovt nropricovt,t2.fordvisit fordvisit,t2.impprecaj impprecaj,t2.impcob impcob,t2.idregla idregla,rtrim(ltrim(t2.docucomalm)) docucomalm,t2.nrocomalm nrocomalm,t2.escala escala,t2.segmento segmento,t2.canal canal,t2.stspedido stspedido,case when t2.aprobacion = 0x46 then 'F' when t2.aprobacion = 0x54 then 'T' end aprobacion,t2.secdist secdist,t2.impvalv impvalv,t2.impbim1 impbim1,t2.prcim1 prcim1,t2.impim1 impim1,t2.impbim2 impbim2,t2.prcim2 prcim2,t2.impim2 impim2,t2.impbim3 impbim3,t2.prcim3 prcim3,t2.impim3 impim3,t2.impbim4 impbim4,t2.prcim4 prcim4,t2.impim4 impim4,t2.impbim5 impbim5,t2.prcim5 prcim5,t2.impim5 impim5,t2.impbim6 impbim6,t2.prcim6 prcim6,t2.impim6 impim6,t2.impbim7 impbim7,t2.prcim7 prcim7,t2.impim7 impim7,cast(null as varchar(4)) consignee,cast(null as varchar(4)) consigdir,cast(null as varchar(4)) flgsustapl,cast(null as varchar(4)) idestcom,cast(idpedsforce as varchar(20)) idpedsforce,case when t2.aprobacion = 0x46 then '70' when t2.aprobacion = 0x54 then '84' end flgextrta,cast(null as varchar(4)) flgprepag,cast(null as varchar(4)) idpedecomm,t.fecpedido fecpedido;-2;t.fecpedido between {0} and {1};;aje_processperiod;t2.compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(t2.compania)) + '|' + rtrim(ltrim(t2.sucursal)) + '|' + rtrim(ltrim(t2.emisor)) + '|' + rtrim(ltrim(t2.docupedido)) + '|' + cast(cast(t2.nropedido as bigint) as varchar(20)) + '|' + cast(cast(t2.cliente as int) as varchar(20)) + '|' + cast(cast(t2.articulo as bigint) as varchar(20)) + '|' + rtrim(ltrim(t2.procpedido)) + '|' + cast(t2.idregla as varchar(20));inner join dbo.thpedi1f(nolock) t on t.compania = t2.compania and t.sucursal = t2.sucursal and t.emisor = t2.emisor and t.docupedido = t2.docupedido and t.nropedido = t2.nropedido;10;dbo;thpedi2f t2;t;t_documento_pedido_detalle
dbo.func_cas_todatetime(ultfecmod,ulthormod) lastmodifydate, compania,rtrim(ltrim(sucursal)) sucursal, turno, descripcion, hinicio, hfin, feccrea, horcrea, usucrea, ultfecmod, ulthormod, ultusumod, flgidavail, flgenuso;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(sucursal)) + '|' + ltrim(rtrim(turno));;10,20;dbo;turno;m;m_turno
dbo.func_cas_todatetime(t2.fecultimod, t2.horultimod) lastmodifydate,t2.compania compania,rtrim(ltrim(t2.sucursal)) sucursal,t2.fecinv fecinv,rtrim(ltrim(t2.almacen)) almacen,cast(cast(t2.articulo as bigint) as varchar(20)) articulo,t.fecha fecha,t2.ubicacion ubicacion,t2.stksistema stksistema,t2.qstkcomp qstkcomp,t2.qstkdisp qstkdisp,t2.prmconteo prmconteo,t2.sgdconteo sgdconteo,t2.trcconteo trcconteo,t2.diferencia diferencia,t2.flgajustad flgajustad,t2.qajuste qajuste,t2.qstkfin qstkfin,t2.tranajuste tranajuste,t2.movajuste movajuste,t2.secuencia secuencia,t2.estado estado,t2.feccrea feccrea,t2.horcrea horcrea,t2.usucrea usucrea,t2.fecultimod fecultimod,t2.horultimod horultimod,t2.usuultimod usuultimod,t2.turno turno,t2.invent invent;-2;t.fecha between {0} and {1};;aje_date;t2.compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(t2.compania)) + '|' + ltrim(rtrim(t2.sucursal)) + '|' + ltrim(rtrim(t2.almacen)) + '|' + cast(t2.fecinv as varchar(100)) + '|' + ltrim(rtrim(t2.invent)) + '|' + cast(cast(t2.articulo as bigint) as varchar(100));inner join dbo.tinvar1(nolock) t on t.compania = t2.compania and t.sucursal = t2.sucursal and t.fecha = t2.fecinv and t.almacen = t2.almacen and t.invent = t2.invent;10,20;dbo;tinvar2 t2;t;t_toma_inventario_detalle
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania, califica4,replace(replace(descrip, char(13),''), char(10),'') descrip, estado, feccrea, horcrea, usucrea, fecultmod, horultimod, ultusumod, regsalud, califica4_corp;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(califica4));;10;dbo;bartic4f;m;m_sabor
dbo.func_cas_todatetime(fecmodifi,hormodifi) lastmodifydate, compania, docuorig, tipdocori, procorige, docudest, procdest, operdest, estado, feccreacio, horcreacio, usucreacio, fecmodifi, hormodifi, usumodifi;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(docuorig)) + '|' + ltrim(rtrim(tipdocori)) + '|' + ltrim(rtrim(procorige)) + '|' + ltrim(rtrim(docudest)) + '|' + ltrim(rtrim(procdest)) + '|' + ltrim(rtrim(operdest));;10;dbo;brelpro1f;m;i_relacion_proced_venta
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate,rtrim(ltrim(compania)) compania,rtrim(ltrim(proveedor)) proveedor,giroempres,nombre,procedenc,ruc,telefono1,telefono2,telefono3,fax,email,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod,flgtiprove;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(proveedor));;30;dbo;mpersodf;m;m_proveedor
dbo.func_cas_todatetime(fecultimod,horultimod) lastmodifydate, compania, transaccio,replace(replace(desctran, char(13),''), char(10),'') desctran, tipdoc, nrodocsol, opstkorig, opstkdest,case when ropstorgs = 0x46 then 'F' when ropstorgs = 0x54 then 'T' end ropstorgs,case when flgacosto = 0x46 then 'F' when flgacosto = 0x54 then 'T' end flgacosto,case when flgaorig = 0x46 then 'F' when flgaorig = 0x54 then 'T' end flgaorig,case when flgadest = 0x46 then 'F' when flgadest = 0x54 then 'T' end flgadest,case when flgacompor = 0x46 then 'F' when flgacompor = 0x54 then 'T' end flgacompor,case when flgacompde = 0x46 then 'F' when flgacompde = 0x54 then 'T' end flgacompde,case when crealote = 0x46 then 'F' when crealote = 0x54 then 'T' end crealote,case when descomprom = 0x46 then 'F' when descomprom = 0x54 then 'T' end descomprom,case when flgtransp = 0x46 then 'F' when flgtransp = 0x54 then 'T' end flgtransp,case when flgsdoneg = 0x46 then 'F' when flgsdoneg = 0x54 then 'T' end flgsdoneg,case when flgtranenv = 0x46 then 'F' when flgtranenv = 0x54 then 'T' end flgtranenv,case when flgtrandev = 0x46 then 'F' when flgtrandev = 0x54 then 'T' end flgtrandev,case when flgingdev = 0x46 then 'F' when flgingdev = 0x54 then 'T' end flgingdev, secubirep, secubirmv, feccrea, horcrea, usucrea, fecultimod, horultimod, usuultimod, transcomp,case when anular = 0x46 then 'F' when anular = 0x54 then 'T' end anular, ubirmvdet, tipperso, entradetalle,case when manltevenc = 0x46 then 'F' when manltevenc = 0x54 then 'T' end manltevenc,case when manejacorreo = 0x46 then 'F' when manejacorreo = 0x54 then 'T' end manejacorreo,case when manejamotivo = 0x46 then 'F' when manejamotivo = 0x54 then 'T' end manejamotivo,case when flgcostesti = 0x46 then 'F' when flgcostesti = 0x54 then 'T' end flgcostesti,case when chktransf = 0x46 then 'F' when chktransf = 0x54 then 'T' end chktransf,cast(cast(ordkx as int) as varchar(20)) ordkx, modulo, gptransvt, estado,case when flgrefer = 0x46 then 'F' when flgrefer = 0x54 then 'T' end flgrefer,case when flgrefer2 = 0x46 then 'F' when flgrefer2 = 0x54 then 'T' end flgrefer2,case when flgdes = 0x46 then 'F' when flgdes = 0x54 then 'T' end flgdes, tipoperacion;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');rtrim(ltrim(compania)) + '|' + rtrim(ltrim(transaccio));;10,20;dbo;bcnfin1;m;m_documento_almacen
dbo.func_cas_todatetime(fecultmod,horultimod) lastmodifydate, compania,viaembarq,descriplar,descripcor,estado,usucrea,feccrea,horcrea,ultusumod,fecultmod,horultimod;;;;;compania in (select compania from dbo.mcompa1f b where b.flgbi = 'a');ltrim(rtrim(compania)) + '|' + ltrim(rtrim(viaembarq));;30;dbo;bviaem1f;m;m_tipo_embarque
